"filename", "language", "Python", "Markdown", "XML", "JavaScript", "CSS", "JSON", "HTML", "comment", "blank", "total"
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Sacred Reinforcement/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Shadow Snare/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Shadowform Surge/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Shadowstrike/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Summoner's Respite/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Swift Ward/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Temporal Manipulation/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Temporal Reversal/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Temporal Shift/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Timeless Intervention/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Veil of Serenity/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Veiled Concealment/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Vengeful Retribution/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Verdant Growth/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Wild Growth Rush/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/Instant/Wild Growth/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Aetherweaver/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Angelic Protector/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Avacyn, Guardian of Hope/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Blightsteel Colossus/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Celestial Guardian/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Celestial Herald/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Celestial Sentinel/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Celestial Seraph/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Celestial Skyweaver/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Chronostrider/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Dreamweaver Archivist/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Elite Squire/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Elvish Trailblazer/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Emberheart Salamander/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Essence Channeler/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Eternal Phoenix/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Flame Tinkerer/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Flameblade Pyromancer/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Harbinger of the Eternal Tides/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Igni the Pyromancer/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Inferno Titan/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Kothar the Soul Reaper/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Luminous Guardian/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Merfolk Wayfinder/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Mindshaper Sphinx/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Mistweaver Adept/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Mistweaver Drake/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Mystic Tidecaller/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Night Stalker  /data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Nighthaunt Assassin/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Nyxborn Serpent/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Oblivion Devourer/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Pious Courser/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Raging Firekin/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Ravaging Ghoul/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Sage of the Ancient Grove/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Shadowtide Leviathan/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Spectral Harbinger/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Sunlit Priestess/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Sylvan Warden/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Thalassian Tidecaller/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Thornroot Druid/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Thornwood Guardian/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Thornwood Ranger/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Thornwood Sentinel/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Thunderclap Behemoth/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Tidal Sprite/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Torrent Elemental/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Verdant Wyrm/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Voidwisp Harbinger/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/creature/Vorinclex, Apex of Mutation/data.json", "JSON", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/cards/land/Aetheric Nexus/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/land/Arcane Haven/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/land/Arcane Sanctuary/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/land/Celestial Haven/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/land/Elysian Grove/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/land/Luminous Glade/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/land/Mystic Reflection Pool/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/land/Nexus of the Eternal Seas/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/land/Sanctum of Eternal Flames/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/land/Sanctum of Verdant Growth/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/land/Verdant Sanctuary/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/land/Volcanic Fumaroles/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Angelic Blessing/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Arcane Convergence/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Arcane Torrent/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Call of the Ancient Ones/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Call of the Tides/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Call to Unity/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Cataclysmic Inferno/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Cataclysmic Surge/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Celestial Purge/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Celestial Renewal/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Chaos Unleashed/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Chaotic Eruption/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Dark Offering/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Demonic Ascendance/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Divine Intervention/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Divine Offering/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Divine Rebirth/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Divine Reckoning/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Eldritch Rebirth/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Ephemeral Eruption/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Fiery Burst/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Flames of Fury/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Fleeting Insight/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Harvest Blessing/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Mind's Insight/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Mindful Manipulation/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Mindful Reflection/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Mystic Insight/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Mystic Reversal/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Natural Growth/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Natural Harmony/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Naturalize/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Nature's Embrace/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Overgrowth/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Rift in Reality/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Righteous Conviction/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Soul Siphon/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Spectral Embrace/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Temporal Distortion/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Temporal Flux/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Time Rift Convergence/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Torrential Manipulation/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Treasure Hunt/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Unleash the Elements/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Unyielding Resolve/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Vampiric Revelry/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Verdant Genesis/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/xuanpeichen/Desktop/code/python/openai/cards/sorcery/Wild Growth/data.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
